date	from	text
2022-03-31T00:07:22	Сорокин Андрей	Но один раз в будда бар зашли
2022-03-31T05:54:42	Шмелёв Данил	Митяй, а на фонтан смотрели?
2022-03-31T12:33:27	Dmitry Децина/M	
2022-03-31T12:34:32	Dmitry Децина/M	
2022-03-31T12:36:18	Dmitry Децина/M	
2022-03-31T13:44:09	Alexander	Следующий этап, Мадагаскар? )
2022-03-31T13:54:32	Dmitry Децина/M	Да. Записывайте кружочки, запарили
2022-03-31T18:23:17	Шмелёв Данил	
2022-03-31T19:06:55	Сорокин Андрей	Что собраться то надо, а то последний солнечный день прошёл
2022-03-31T19:53:42	Леха Писаренко	А в то вскр не собирались что ли?
2022-03-31T20:54:46	Сорокин Андрей	нет, все заватокатили
2022-03-31T20:55:15	Леха Писаренко	На майские соберёмся
2022-03-31T20:55:49	Сорокин Андрей	ты оптимист))
2022-03-31T20:56:05	Леха Писаренко	Почему?)
2022-03-31T21:35:15	Сорокин Андрей	Такими темпами только к лету
2022-03-31T21:41:27	Сорокин Андрей	Митяй а вы что с затой решили?
2022-04-01T15:35:48	Dmitry Децина/M	
2022-04-01T15:35:51	Dmitry Децина/M	
2022-04-01T15:36:38	Dmitry Децина/M	Мы на месте
2022-04-01T15:36:57	Dmitry Децина/M	Прилетели вчера вечером поздно
2022-04-01T15:37:03	Dmitry Децина/M	Связи не было
2022-04-01T15:37:25	Леха Писаренко	Давай фоток местных негров)
2022-04-01T15:37:36	Dmitry Децина/M	Сейчас у нас 10.37
2022-04-01T16:07:50	Alexander	
2022-04-01T16:08:11	Alexander	Митяй рад за вас, что все наконец получилось!
2022-04-01T16:08:45	Alexander	Я на даче буду баню топить, кто хочет приезжайте седня.
2022-04-01T16:25:09	Шмелёв Данил	Митяй! Красава, рад за вас
2022-04-01T16:25:19	Шмелёв Данил	Кидай фото с экзотикой
2022-04-01T16:25:27	Шмелёв Данил	Пока все не приелось
2022-04-01T16:27:55	Dmitry Децина/M	🙏🏻
2022-04-01T16:29:00	Dmitry Децина/M	
2022-04-01T16:29:46	Леха Писаренко	Чо, пацики, поедем в Антананариву, как в Минск? )
2022-04-01T16:30:40	Dmitry Децина/M	Всех приму
2022-04-01T16:45:47	Шмелёв Данил	Чтобы перелёт оплатить придётся хаты продать
2022-04-01T16:49:35	Леха Писаренко	Твою продадим, этого хватит)
2022-04-01T17:36:35	Сорокин Андрей	Пучан ты уже на даче?
2022-04-01T17:36:57	Alexander	да
2022-04-01T17:37:19	Сорокин Андрей	Митяй сколько комнат у вас там, покажи хату
2022-04-01T17:41:44	Сорокин Андрей	Я могу через мин 30 выехать, когда Оля приедет
2022-04-01T17:44:33	Alexander	
2022-04-01T19:02:06	Dmitry Децина/M	
2022-04-01T21:24:35	Alexander	
2022-04-01T21:27:33	Леха Писаренко	
2022-04-01T21:29:58	Alexander	
2022-04-01T21:55:13	Dmitry Децина/M	
2022-04-02T11:37:21	Шмелёв Данил	
2022-04-02T11:44:33	Alexander	
2022-04-02T12:52:15	Шмелёв Данил	
2022-04-02T12:53:15	Alexander	надо понимать какие там лампы в светильниках.
2022-04-02T15:04:34	Alexander	
2022-04-02T15:04:35	Alexander	Андрюха, а ведь это мог быть ты.
2022-04-02T15:09:04	Миша Трофимюк	Может это он и есть)
2022-04-02T16:21:23	Миша Трофимюк	
2022-04-02T16:54:08	Alexander	Предлагаю к Сорокиным) Андрюха?
2022-04-02T17:03:00	Dmitry Децина/M	
2022-04-02T17:03:52	Dmitry Децина/M	Тачку выдали
2022-04-02T17:03:53	Dmitry Децина/M	
2022-04-02T17:04:11	Миша Трофимюк	🔥🔥🔥
2022-04-02T17:04:16	Dmitry Децина/M	Ну как выдали?.. поездил сдал экзамен. Отдадут в пн
2022-04-02T17:05:13	Dmitry Децина/M	Движение 🔥
2022-04-02T17:05:15	Леха Писаренко	Зелёные номера)
2022-04-02T17:05:31	Леха Писаренко	Внутри тоже территория РФ, как в Минске было?)
2022-04-02T17:05:43	Dmitry Децина/M	Да так везде
2022-04-02T17:05:51	Dmitry Децина/M	Для всех стран и посольств
2022-04-02T17:06:24	Alexander	Можно грязь месить)
2022-04-02T17:07:29	Dmitry Децина/M	Поговорил с водилой посла и понял, что иногда может так случиться, что и в городе придется месить грязь :))) в сезон дождей если съехать на какую-нибудь второстепенную неизвестную
2022-04-02T17:08:08	Dmitry Децина/M	Он говорит пару раз на фортунере в черте города выползать приходилось будь здоров )))
2022-04-02T17:08:29	Dmitry Децина/M	Центральные дороги вполне себе
2022-04-02T17:08:56	Dmitry Децина/M	Только мопедисты как мошки снуют и люди непуганные шарашат прям по дороге иногда
2022-04-02T17:09:45	Alexander	Как пацаны там у тебя? В шоке или норм?
2022-04-02T17:11:02	Dmitry Децина/M	Да норм :) пока балдеют
2022-04-02T17:11:26	Dmitry Децина/M	Сава не доволен, что молока нет в магазинах обычного и творога
2022-04-02T17:11:32	Dmitry Децина/M	А в остальном оккей
2022-04-02T17:11:34	Dmitry Децина/M	:))
2022-04-02T17:12:49	Dmitry Децина/M	
2022-04-02T17:13:07	Dmitry Децина/M	Зацените размер колки в стекле!!! При этом крышка пластик))
2022-04-02T17:13:20	Dmitry Децина/M	Литруха вроде
2022-04-02T17:21:01	Dmitry Децина/M	
2022-04-02T17:22:40	Dmitry Децина/M	
2022-04-02T17:23:30	Alexander	Выглядит жестко
2022-04-02T17:23:47	Dmitry Децина/M	:))
2022-04-02T17:24:00	Dmitry Децина/M	В центре просто ппц все щемятся
2022-04-02T17:24:26	Alexander	Это не центр надеюсь на видео?)
